,tweet
9612,I swear nobody actually cares about Valentine's day unless they are single &amp; jaded and want to bitch. &#10060;&#11093;&#65039;&#10060;&#11093;&#65039;&#127801;
9613,I swear nobody can complain about hoe early they have to wake up to go to work. Because nobody wakes up at 2AM to get ready
9614,I swear ta god nigga all deses hoes want is a YRN ....
9615,I swear that hoe b trying it...
9616,"I swear these anon fags go to protests just to take pictures to post to Twitter. ""Look, I was there...Like me"""
9617,I swear these hoes *aint got nothing on you * &#9996;&#65039;&#128522;&#128591;
9618,I swear this hoe been following me ever since I went on break
9619,I swear to god I be in the middle of the club making out wit bitches like I'm tryna film a romantic comedy or somethin
9620,I swear to god I hit 40 licks I'm Lil B and I'm not no bitch when I'm off that dope I rob my bitch !
9621,I swear to god some hoes look like they take the same exact picture everytime. Change it up for once godamn. #ratchet
9622,I swear y'all broads with a new bitch every month....I cant even get one girlfriend. Maybe something is wrong with me
9623,"I swear, new bitches here me rap and its a WRAP !!"
9624,I take a bitch home give her long dick
9625,I take full pride in the ass my momma has so blessed me with. Now hers is just ridiculous on all levels. Her yellow ass got back for years
9626,I take it Notre Dame is still trash. http://t.co/fRTMYhu7bl
9627,I take shots wit no chaser I get bitches I don't chase em
9628,I talk to these bitches like I really do care.
9629,I tell a bitch I don't love shit fuck somethin
9630,I tell bitches I got that I.T.S ( IKE TURNER SYNDROME )
9631,I tell the 5th bitch to get the 6th bitch to to have the 7th bitch bring more.
9632,I tell the baddest hoes beat it unless you gone strip &#128513;
9633,"I tell the truuuOoooth... That bitch is ugly, yeah her aunt, and momma too. I was gone lie about er, but bro I had to tell the truth."
9634,I tell this bitch followback. She RTs me saying followback. Then doesn't followback. Blocked like fuck
9635,"I tell u this tho, if/when u nigger women start getting cornrows again...mannn just don't do it"
9636,I text my ex my new bitch pussy wetter
9637,I thincc I'm a pretty average bitch ya know &#128527;
9638,"I think I broke a rib when I fell in that ditch, turning into a pussy? I think not."
9639,the rural parts of Europe.
9640,I think I found a normal roommate again! Praise be to Jesus! These current ones are about to get their throats slit in their sleep!
9641,I think I just gotta accept the fact that all these bitches gonna be hoes til they around the age of 27 and life will be a lot easier
9642,I think I killed a chipmunk but that son of a bitch was fast. I need to check my tires.
9643,I think I read the worst interview ever. Lee Castro and one of the 2 dope bitches. Neither one of these two belong in media.
9644,I think I'm a bitch tonight
9645,I think I'm having my guy period today. I have been such an emotional bitch heh heh heh
9646,I think a lot of bitches don't smile in their selfies because their breath stinks and they don't want to steam up their front cameras
9647,I think ai havent looked at a cloud in a whole minute cus them hoes moving fast asf rn.
9648,I think all dem hoes on LAHHH regular....
9649,I think all y'all losing y'all niggas Cuz the season changed y'all seasonal hoes &#128557;
9650,"I think dat @Miss_Facetious called me a nigger!
What do move away from da dark side mean?"
9651,I think every bitch wit a tongue piercing suck dick im just being real
9652,I think its funny how hoes talk bout being faithful.
9653,I think these bitches tryna set me uuuuhhuuhhhhhp
9654,I think this nigga retarded G
9655,"I think women will forever find a way for a guy to be thirsty tho just so they can feel like thier pussy has some value. 

It don't."
9656,I think you a fat bitch if I never see Ya body on the TL and you got nothing but neck up avi's
9657,I think you fuckin wit the wrong niggah
9658,I think you're in a bad mood from munching on hairy pussy.
9659,I think you've made it clear that these hoes ain't loyal
9660,I thought I love this bitch to the core
9661,I thought it was Legal to beat yo hoe!
9662,"I thought it was bros over hoes , guess not &#128530;"
9663,I thought she was albino tho &#128563;
9664,I thought that bitch was trynna line me&#128553;
9665,I titty wrecked ya bitch.
9666,I tld that hoe 2 wrongs dnt make a rite now she wanna sing
9667,"I told her too. I said ""bri don't get in tweef with anyone because you're trash at it"" and then she goes and tweefs with like 6 freshman"
9668,"I told my mom she eats cereal ugly &amp; she gon say ""your a rude little bitch"" I just thought I should let bitch know &#128514;"
9669,"I told that bitch IDGAF about a Benz, bitch!"
9670,"I told that chick tell the truth, if you the realest bitch i ever met then show me some proof"
9671,"I told that little bitch ass nigga, ""do it look like I'm about to eat your gun charge?"" I'll slap you and your hoe ass lawyer."
9672,I told y'all he was going to do that shit u.# pussy boy
9673,I treat my bitches with respect
9674,I tried calling my sorry ass cousin @MsParka1 for her 27th bday. But the hoe ain't answer like always. She too big time these days lol
9675,"I try and get back into anime but I swear every show revolves around either teenage girls, or the boys who are too pussy to talk to them"
9676,"I try to pass him up, get in carpool passing him he's just looking at me like I'm playing a game do I waved hi idgaf don't fuck w/ me bitch"
9677,I turn Cassey to a nasty hoe Rihanna to a classy hoe
9678,"I turn bitches gay, they think all the other bitches can fuck like me."
9679,"I turned on the BET awards for 10 seconds, and got to witness random bitches getting drunk, and D-Wade dancing to R-Kelly."
9680,I use to wanna fuck that bitch but not no mo!
9681,I used to think that bitch was bad ... But not no moe !
9682,I wake up every morning wishing a bitch would.
9683,"I wan do a mixtape... ""pussy an cinnamon rolls"""
9684,I wanna apologize for being such a bitch the other day.. But the way my emotions are set up..
9685,I wanna be around bitches &amp; have fun &#128556;
9686,I wanna be someone's bitch ass boyfriend right now . But that just me head playin games on ya boi
9687,I wanna buy my bitch every bag
9688,I wanna cut my hair but I'm too busy being a bitch about it.
9689,I wanna eat the fuck u talking bout then bitch!
9690,I wanna experience that late 30s &amp; early 40s pussy
9691,I wanna get this hoe on my arm with a diamond coming out of the cloud..&#9729;&#65039;&#128142; #RIPRICK http://t.co/Kdy74OHUtw
9692,I wanna go to a trash talk concert
9693,"I wanna see some ass clapping, legs shaking, i wan see a bitch get on they head fa dese BEATs..."
9694,I want a cowboy killer
9695,I want a girl whose pussy smells like tuna
9696,I want all my hoes back
9697,I want me a coon ass girl lol
9698,"I want my bitch to answer if my ex calling, with my dick in her mouth"
9699,"I want one ae yous to start something with me tbh, but yous are aw pussy #shame"
9700,"I want some fire crackers not the baby ass fire works, Does Az have fire crackers ???"
9701,I want to be as independent as soon as i can. I don't like depending on people. Makes me feel like a bitch.
9702,I want to beat this bitches ass soooo bad
9703,I want to paint but faggot won't paint with me...
9704,I want to square up with all these hoes.
9705,I want yo bitch I go get her I smashed er now she won't let up
9706,"I was a huge tomboy. Like, I had barbies, but only because my ninja turtles needed bitches. #truth"
9707,I was a made nicca when I was a young nicca
9708,I was at a red light on decatur &amp; lake mead &amp; some bitch that knew me was too happy to see me&#128514;like bitch was finna get in my passenger seat
9709,I was at my bf grandma house today goin through old albums and his grandpa had naked pics of his side hos from the 50's &#128514;&#128553;
9710,Have anything stopped you from eating pussy? If so what was it?&#8221;
9711,"I was eating &amp; my mom gon say ""damn calm down"" TF bitch I am CALM"
9712,"I was feelin her About a week Agoooo, Now? She just a silly hoe....Silly hoe &#128175;&#128175;&#9995;"
9713,"I was flying down the slope and just rammed into this small Asian boy, kid got up like a champ and walked it off"
9714,I was getting to the business while you was chasing the bitches
9715,"I was given the same number as Mean Joe Greene in high school but was never as tough as that son of a bitch.
#Respect"
9716,I was gonna put &#8220;I wanna eat the pussy like a Saiyan&#8221; in her mentions but they&#8217;re savage enough.
9717,I was grown by the time I turned 16 wit only my grandma nigguh
9718,I was gunna eat the pussy but I'm on a diet !
9719,"I was in the 9 grade and this bitch said something and I went off about her momma and her. She was like ""I'm adopted"""
9720,I was in the club and there was this good lookin bitch. ..she had gold teeth tho. I was confused smh
9721,"I was kidding guys I don't have hoes, don't let @Lov3Tadaisha lie to y'all."
9722,"I was literally ""trappin"" when Drake dropped that ""Take a bitch from any nigga, that's what we do!"" line. I can taste the Hennessey now"
9723,I was lookin like &#128563; when dem niccas told me dat shit
9724,"I was playing music in the kitchen and now my mom keeps asking Tony ""Why give a bitch your heart when she rather have a purse?"""
9725,"I was smoking a blunt outside and these nasty country bitches jumped into the lake , naked &#128514;&#128514;&#128514; that lake is nasty as fuck &#128567;"
9726,I was such a pussy back then lol like its crazy
9727,I was trying fuck something today and this bitch want lie talking bout his brother was on his phone. Lmfao I feel played.
9728,I was with a bitch with a mustash for a year and a half? Wtf is wrong itch me
9729,"I was working hard as a bitch today, i deserve a reward."
9730,I wasn't born last night I know these hoes ain't right
9731,"I wasn't born last night, I know these hoes ain't right"
